PID,age,sex,marital_status,job,employment_since,credit_hist,credit_amount,purpose,duration,installment_rate,debtors,residence_since,property,installment_other,housing,existing_credits,liable_people,monthly_rent_or_mortgage,tel,online_banking,foreign,checking_account,savings,default
16155299,37,female,single,unemployed/unskilled - non-resident,18,critical account,322,car (used),15,4,guarantor,3,unknown /no property,bank,own,1,1,226,none,yes,yes,50,unknown,2
1119285,42,female,single,skilled employee / official,5,critical account,1884,radio/television,13,2,none,4,unknown /no property,none,own,1,2,207,none,no,yes,113,47,2
1800994,34,female,single,management/self-employed/highly qualified,4,existing credits paid,3522,radio/television,9,4,none,4,car or other,none,own,1,1,189,none,yes,yes,-182,45,2
5089787,55,male,single,unskilled - resident,5,existing credits paid,524,domestic appliances,56,2,guarantor,2,real estate,none,own,1,1,222,registered,yes,yes,no checking account,244,2
3978871,40,male,single,skilled employee / official,<1 year,critical account,362,domestic appliances,19,3,none,1,car or other,bank,rent,2,1,356,none,no,no,no checking account,unknown,2
11256161,31,male,divorced/separated,skilled employee / official,10,critical account,250,radio/television,20,2,none,4,car or other,stores,own,2,1,165,registered,yes,yes,-186,803,2
5654501,22,male,single,management/self-employed/highly qualified,7,existing credits paid,4070,education,9,2,none,4,life insurance,none,own,2,1,0,none,yes,yes,-254,unknown,2
2184227,51,male,divorced/separated,skilled employee / official,3,critical account,2351,car (new),60,4,none,2,car or other,bank,rent,1,1,411,registered,yes,yes,no checking account,41,1
15881779,44,female,single,skilled employee / official,1,existing credits paid,5453,furniture/equipment,19,1,none,4,car or other,none,for free,1,1,1009,none,yes,yes,-197,35,2
3366896,50,male,single,unskilled - resident,4,all paid,250,furniture/equipment,4,3,none,1,life insurance,none,own,1,1,201,none,yes,yes,no checking account,220,2
16020297,26,female,single,management/self-employed/highly qualified,<1 year,critical account,8566,car (new),49,4,none,4,real estate,none,rent,2,1,300,none,yes,yes,no checking account,2364,2
16241497,51,male,single,unskilled - resident,7,existing credits paid,550,business,11,4,none,1,real estate,none,own,1,1,0,none,yes,yes,no checking account,unknown,1
1272077,63,male,single,management/self-employed/highly qualified,7,critical account,5732,radio/television,31,4,none,3,car or other,none,own,1,2,180,registered,yes,yes,no checking account,55,2
6545795,34,male,single,management/self-employed/highly qualified,1,critical account,4773,car (new),13,4,none,4,real estate,bank,own,2,1,647,none,yes,yes,563,61,2
3473318,50,female,divorced/separated,management/self-employed/highly qualified,<1 year,existing credits paid,1922,education,6,2,none,2,unknown /no property,stores,own,2,2,207,none,yes,yes,42,0,2
11984930,19,male,single,management/self-employed/highly qualified,7,critical account,2566,radio/television,15,4,none,1,life insurance,none,own,3,1,222,none,yes,yes,155,29,1
488984,59,male,single,skilled employee / official,<1 year,critical account,7373,business,4,4,none,4,real estate,stores,own,2,2,1117,registered,yes,no,no checking account,395,1
2995944,28,male,single,unskilled - resident,8,critical account,950,radio/television,24,4,none,4,car or other,none,own,1,1,208,none,yes,yes,no checking account,100,1
12090747,43,male,single,management/self-employed/highly qualified,<1 year,critical account,780,furniture/equipment,12,4,none,2,life insurance,none,own,1,2,168,registered,no,yes,no checking account,223,1
13677886,32,male,married/widowed,skilled employee / official,<1 year,critical account,1426,furniture/equipment,8,4,none,4,real estate,none,own,1,1,202,none,yes,yes,no checking account,27,2
13914793,43,male,divorced/separated,skilled employee / official,4,critical account,2043,radio/television,22,4,none,4,real estate,bank,own,1,2,403,none,yes,yes,no checking account,227,1
2096048,29,female,single,management/self-employed/highly qualified,2,critical account,1885,business,9,2,none,3,car or other,bank,rent,4,2,411,registered,yes,yes,-137,64,2
13268826,35,male,married/widowed,unskilled - resident,1,existing credits paid,11944,furniture/equipment,13,4,none,4,car or other,none,own,2,1,180,registered,yes,yes,no checking account,52,1
4089480,57,female,married/widowed,unemployed/unskilled - non-resident,2,existing credits paid,2227,business,9,2,none,4,real estate,none,rent,2,1,215,none,no,yes,no checking account,2097,2
1012489,33,male,single,management/self-employed/highly qualified,8,critical account,1759,car (new),50,4,none,4,car or other,bank,own,1,1,215,registered,yes,yes,no checking account,unknown,2
12134052,37,male,divorced/separated,management/self-employed/highly qualified,12,no credits,250,furniture/equipment,27,4,none,2,life insurance,none,own,1,1,1125,registered,yes,yes,73,unknown,2
16392549,32,male,married/widowed,management/self-employed/highly qualified,6,all paid,250,car (new),9,4,none,2,real estate,bank,own,1,1,1062,registered,yes,yes,48,379,2
6210727,57,male,single,unskilled - resident,2,critical account,2381,business,72,4,none,3,real estate,none,rent,1,1,448,registered,no,yes,454,90,1
4414810,30,female,single,management/self-employed/highly qualified,7,critical account,641,furniture/equipment,25,4,guarantor,4,real estate,none,own,1,1,1156,registered,yes,yes,no checking account,1,2
11206718,30,male,divorced/separated,unskilled - resident,4,existing credits paid,250,car (used),30,4,none,3,real estate,none,own,3,1,679,registered,yes,yes,490,66,2
11908318,31,male,single,skilled employee / official,2,critical account,1045,car (new),10,4,co-applicant,4,life insurance,none,for free,2,1,399,none,yes,yes,no checking account,415,1
1377185,27,male,single,skilled employee / official,7,critical account,4258,furniture/equipment,4,3,none,2,car or other,none,own,2,1,242,registered,no,yes,no checking account,unknown,2
6377548,75,female,single,management/self-employed/highly qualified,25,existing credits paid,2498,car (new),9,3,none,4,car or other,none,own,2,1,193,registered,yes,yes,80,65,2
2161131,20,male,divorced/separated,management/self-employed/highly qualified,5,existing credits paid,2432,education,4,4,none,4,real estate,none,for free,2,1,228,none,yes,yes,no checking account,40,1
15349045,44,male,single,unskilled - resident,12,critical account,420,furniture/equipment,4,4,none,2,real estate,none,own,1,1,180,none,yes,yes,89,421,2
6678977,35,female,single,skilled employee / official,7,critical account,3834,radio/television,22,1,none,4,real estate,none,own,1,1,259,none,yes,yes,no checking account,256,1
7994760,23,male,single,management/self-employed/highly qualified,9,delay,1809,car (new),17,4,none,2,car or other,none,own,2,1,672,none,yes,yes,no checking account,55,2
14734568,24,male,single,skilled employee / official,7,critical account,778,car (new),12,1,none,3,life insurance,none,for free,1,1,191,none,yes,yes,no checking account,20,2
5760618,36,male,single,management/self-employed/highly qualified,4,critical account,2771,car (new),14,4,none,4,real estate,none,rent,3,1,63,registered,yes,yes,116,732,1
2841631,32,female,single,management/self-employed/highly qualified,7,critical account,1420,repairs,34,4,none,4,real estate,none,own,1,2,260,registered,yes,yes,482,2631,2
12477085,31,male,single,management/self-employed/highly qualified,4,critical account,714,furniture/equipment,8,4,none,1,unknown /no property,none,own,1,1,934,registered,yes,yes,96,407,1
10183697,23,male,single,unskilled - resident,4,existing credits paid,840,radio/television,19,2,none,4,car or other,bank,rent,1,1,190,none,yes,yes,14,unknown,1
3253220,24,female,single,skilled employee / official,4,existing credits paid,4421,furniture/equipment,29,3,co-applicant,1,real estate,none,own,1,1,0,registered,yes,yes,no checking account,45,2
4390756,19,male,divorced/separated,unskilled - resident,3,critical account,2397,radio/television,22,4,guarantor,3,real estate,none,own,1,1,537,none,yes,yes,no checking account,100,1
5957091,39,male,married/widowed,skilled employee / official,<1 year,critical account,3049,furniture/equipment,19,4,none,4,real estate,none,own,1,1,208,none,yes,yes,no checking account,unknown,2
11999118,31,male,divorced/separated,unskilled - resident,4,existing credits paid,1935,car (new),4,4,none,4,unknown /no property,none,own,2,1,51,none,yes,yes,no checking account,705,1
14858792,37,male,single,skilled employee / official,unemployed,critical account,3075,car (new),9,4,none,4,life insurance,none,own,1,1,188,registered,yes,yes,119,2157,1
14809294,52,male,single,skilled employee / official,32,existing credits paid,1544,radio/television,9,4,none,4,real estate,bank,own,1,1,339,registered,yes,yes,no checking account,318,1
9319814,44,female,single,skilled employee / official,2,delay,1120,retraining,23,3,none,4,real estate,none,own,1,1,344,registered,no,yes,no checking account,33,1
5711984,32,male,divorced/separated,management/self-employed/highly qualified,4,critical account,779,furniture/equipment,39,4,none,2,real estate,none,own,1,2,51,registered,yes,yes,-204,51,1
3095,26,male,single,skilled employee / official,unemployed,existing credits paid,4170,furniture/equipment,13,2,none,1,real estate,none,own,1,1,216,registered,no,no,no checking account,unknown,2
11643252,32,male,single,skilled employee / official,<1 year,delay,250,car (new),14,4,none,4,life insurance,none,rent,2,1,189,none,yes,yes,no checking account,53,2
16451507,22,male,single,management/self-employed/highly qualified,2,all paid,2802,repairs,20,3,guarantor,4,real estate,none,own,1,2,203,registered,yes,yes,no checking account,unknown,1
10715993,19,female,single,skilled employee / official,<1 year,existing credits paid,6779,car (new),15,4,none,1,life insurance,none,own,1,2,192,none,yes,yes,no checking account,74,2
5558100,34,female,single,skilled employee / official,16,critical account,250,car (new),13,4,none,1,real estate,none,own,1,1,185,none,no,yes,53,428,2
6039407,28,male,single,skilled employee / official,9,all paid,250,business,16,2,none,2,real estate,bank,own,1,1,213,registered,yes,yes,no checking account,18,2
13500050,22,male,single,skilled employee / official,1,existing credits paid,250,car (new),18,1,none,4,car or other,none,own,2,1,491,none,yes,yes,70,61,1
12990109,26,male,single,skilled employee / official,7,critical account,1709,business,41,2,none,2,car or other,none,own,1,1,231,none,yes,yes,130,56,1
10086658,75,male,single,skilled employee / official,<1 year,existing credits paid,2761,car (new),6,2,none,2,car or other,bank,own,4,1,288,registered,yes,yes,no checking account,79,1
3582573,27,male,single,skilled employee / official,3,existing credits paid,3946,car (new),19,4,none,4,life insurance,none,own,1,1,174,none,yes,yes,117,35,1
10203617,40,male,single,management/self-employed/highly qualified,<1 year,existing credits paid,3117,radio/television,7,4,none,3,life insurance,bank,own,1,2,332,none,yes,yes,49,42,1
7295567,32,male,divorced/separated,management/self-employed/highly qualified,5,critical account,9413,radio/television,21,4,co-applicant,2,unknown /no property,none,own,1,1,195,registered,yes,no,-276,unknown,1
6686423,75,male,single,skilled employee / official,2,existing credits paid,1418,radio/television,8,3,none,4,unknown /no property,none,own,1,1,182,registered,yes,yes,no checking account,18,1
7561685,36,male,single,management/self-employed/highly qualified,11,existing credits paid,3130,car (new),33,4,co-applicant,4,unknown /no property,bank,own,2,2,192,none,yes,yes,no checking account,67,1
6171176,45,male,divorced/separated,unskilled - resident,5,critical account,4299,furniture/equipment,11,4,none,2,real estate,none,rent,2,2,290,none,yes,yes,no checking account,77,2
14882845,38,male,divorced/separated,unskilled - resident,3,existing credits paid,3504,car (new),20,4,none,3,life insurance,none,own,1,1,56,none,yes,yes,-123,unknown,1
3227181,37,male,single,unskilled - resident,15,delay,3010,education,25,4,none,4,life insurance,none,own,1,1,251,none,no,yes,-129,1552,2
10412275,19,female,single,unskilled - resident,5,critical account,5422,radio/television,58,4,none,4,car or other,none,rent,1,1,255,none,yes,yes,0,unknown,2
4063703,56,male,single,unskilled - resident,2,critical account,3569,radio/television,12,4,none,2,life insurance,bank,own,1,1,144,none,yes,yes,no checking account,84,2
3734583,34,male,single,unskilled - resident,5,existing credits paid,917,car (new),42,2,none,4,real estate,bank,own,1,1,231,none,no,yes,77,25,2
13633797,75,female,divorced/separated,management/self-employed/highly qualified,<1 year,existing credits paid,250,education,6,4,none,4,car or other,none,own,1,1,219,none,no,yes,no checking account,74,2
10081201,28,female,single,skilled employee / official,1,critical account,4565,business,7,2,guarantor,4,car or other,none,own,1,1,226,registered,no,yes,no checking account,0,2
4824260,48,male,divorced/separated,skilled employee / official,unemployed,existing credits paid,250,car (new),7,2,none,3,real estate,none,own,1,1,212,registered,no,yes,no checking account,65,1
7277426,31,male,single,management/self-employed/highly qualified,5,critical account,1385,business,23,1,none,4,car or other,bank,own,3,1,203,none,yes,no,-116,47,1
